SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1,-122.3262281,47.72397334,658,330901,332401,EA30228,Matched,Block,,3RD AVE NE BETWEEN NE 130TH ST AND ROOSEVELT WAY NE, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2020/04/21 00:00:00+00,4/21/2020 12:35,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3582503,47.7323212,659,63600,63600,2188744,Matched,Intersection,35587,1ST AVE NW AND NW 143RD ST,,,2,Injury Collision,Cycles,2,0,1,1,2006/05/16 00:00:00+00,5/16/2006 6:30,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear,Dry,Daylight,,6136002,,45,Vehicle - Pedalcyclist,0,0,N
1,-122.3555713,47.73413032,660,1097,1097,3507855,Matched,Intersection,35778,GREENWOOD AVE N AND N 145TH ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 23:44,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3553017,47.69021483,661,59100,59100,2023192,Matched,Block,,GREENWOOD AVE N BETWEEN N 84TH ST AND N 85TH ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2006/05/23 00:00:00+00,5/23/2006 10:16,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,6143019,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3394391,47.56513798,662,330943,332443,3857191,Unmatched,Block,,EAST MARGINAL WAY S BETWEEN S NEVADA ST AND S IDAHO ST, ,,1,Property Damage Only Collision,,4,0,0,0,2020/04/22 00:00:00+00,4/22/2020,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N
1,-122.3007113,47.6653328,663,49000,49000,C672074,Matched,Block,,25TH AVE NE BETWEEN NE 49TH ST AND NE BLAKELEY ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2006/08/03 00:00:00+00,8/3/2006,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6215037,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.2931688,47.53676155,664,36200,36200,1791530,Matched,Intersection,34347,BEACON WR AVE S AND S OTHELLO ST,,,2,Injury Collision,Left Turn,4,0,0,2,2005/03/19 00:00:00+00,3/19/2005 20:19,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,5078004,,15,From same direction - one left turn - one straight,0,0,N
1,-122.3259519,47.62313595,665,1362,1362,3593860,Matched,Block,,E REPUBLICAN ST BETWEEN BELLEVUE AVE E AND SUMMIT AVE E, ,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2013/04/02 00:00:00+00,4/2/2013 10:21,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3166363,47.65909487,666,32400,32400,2059186,Matched,Block,,11TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/12/08 00:00:00+00,12/8/2005,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,5342022,,32,One parked--one moving,0,0,N
1,-122.3143264,47.62053919,668,330892,332392,EA30098,Unmatched,Block,,14TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST, ,,1,Property Damage Only Collision,,2,0,0,0,2020/04/15 00:00:00+00,4/15/2020,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.2700596,47.51099185,669,46900,46900,1786092,Matched,Block,,51ST AVE S BETWEEN S GAZELLE ST AND S RYAN WAY,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/05/08 00:00:00+00,5/8/2005,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Overcast,Dry,Daylight,,5128015,,32,One parked--one moving,0,0,N
1,-122.3268124,47.61465177,670,1042,1042,3553986,Matched,Block,,BELLEVUE AVE BETWEEN E PIKE ST AND E PINE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/24 00:00:00+00,3/24/2013 16:30,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3081097,47.61850757,671,23400,23400,1789489,Matched,Block,,E DENNY WAY BETWEEN 18TH AVE AND 19TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/14 00:00:00+00,1/14/2004 13:13,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4014014,,32,One parked--one moving,0,0,N
1,-122.3736736,47.54922034,673,68900,68900,2798401,Matched,Block,,32ND AVE SW BETWEEN SW JUNEAU ST AND SW RAYMOND ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/03/13 00:00:00+00,3/13/2007 14:20,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,7072012,,32,One parked--one moving,0,0,N
1,-122.3367472,47.68630425,674,1351,1351,3501460,Matched,Block,,WALLINGFORD AVE N BETWEEN EAST GREEN LAKE DR N AND N 80TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/04/02 00:00:00+00,4/2/2013 12:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3421814,47.54035298,675,54700,54700,2613440,Matched,Intersection,34082,HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW,,,1,Property Damage Only Collision,Angles,4,0,0,2,2006/10/18 00:00:00+00,10/18/2006 11:24,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,6291056,,10,Entering at angle,0,0,N
1,-122.3131081,47.70853181,676,1332,1332,3198822,Matched,Block,,NE NORTHGATE WAY BETWEEN 14TH AVE NE AND 15TH AVE NE, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/04/02 00:00:00+00,4/2/2013 19:45,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dusk,,,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1,-122.3384241,47.60378134,678,41700,41700,1785524,Matched,Intersection,29631,ALASKAN WAY AND MADISON ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2005/06/10 00:00:00+00,6/10/2005 14:10,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,5161034,,10,Entering at angle,0,0,N
1,-122.3259678,47.70910524,680,1136,1136,3551620,Matched,Block,,3RD AVE NE BETWEEN NE NORTHGATE WAY AND NE 112TH ST, ,,1,Property Damage Only Collision,Right Turn,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 18:04,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,16,From same direction - one right turn - one straight,0,0,N
1,-122.3082797,47.54717122,681,1283,1283,3672047,Matched,Block,,SWIFT AVE S BETWEEN 19TH ER AVE S AND S GRAHAM ST, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2013/04/01 00:00:00+00,4/1/2013 12:52,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2904533,47.68214015,683,112900,112900,3284786,Matched,Block,,35TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2010/05/07 00:00:00+00,5/7/2010 11:51,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,10127045,,32,One parked--one moving,0,0,N
1,-122.317228,47.59833759,684,64900,64900,2623613,Matched,Intersection,30430,12TH AVE S AND S KING ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2007/10/23 00:00:00+00,10/23/2007 12:23,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,7296019,,10,Entering at angle,0,0,N
2,-122.3291934,47.6259987,685,1299,1299,3643726,Matched,Block,,EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST, ,,2,Injury Collision,Sideswipe,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 13:05,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3296785,47.59919793,686,41400,41400,2190495,Matched,Intersection,30508,2ND AV ET S AND S JACKSON ST,,,2,Injury Collision,Pedestrian,3,1,0,1,2005/11/25 00:00:00+00,11/25/2005 18:59,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Dark - Street Lights On,,5329006,,0,Vehicle going straight hits pedestrian,0,0,N
2,-122.3393929,47.56892782,687,28400,28400,1775324,Matched,Block,,DUWAMISH AVE S BETWEEN EAST MARGINAL SB WAY S AND EAST MARGINAL NB WAY S,,,2,Injury Collision,Other,1,0,0,1,2004/09/18 00:00:00+00,9/18/2004 17:48,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Overcast,Wet,Daylight,,4262007,,50,Fixed object,0,0,N
2,-122.3253062,47.60532163,688,1341,1341,3582036,Matched,Block,,JAMES ST BETWEEN 8TH AVE AND 9TH AVE, ,,2,Injury Collision,Rear Ended,4,0,0,3,2013/03/28 00:00:00+00,3/28/2013 22:33,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2735399,47.5233101,689,140000,140000,3608513,Matched,Block,,S HENDERSON ST BETWEEN 46TH AVE S AND 48TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2012/04/07 00:00:00+00,4/7/2012 14:31,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,12098023,,32,One parked--one moving,0,0,N
1,-122.3767854,47.698985,690,42600,42600,2022399,Matched,Intersection,37221,15TH AVE NW AND NW 96TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2005/07/14 00:00:00+00,7/14/2005 2:00,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Overcast,Dry,Dark - Street Lights On,,5195021,,50,Fixed object,0,0,N
1,-122.337678,47.66322369,691,29900,29900,1781904,Matched,Block,,DENSMORE AVE N BETWEEN N 47TH ST AND N 48TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/06/08 00:00:00+00,6/8/2004,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Daylight,,4160041,,32,One parked--one moving,0,0,N
2,-122.3167818,47.60218827,692,1233,1233,3593840,Matched,Block,,12TH AVE BETWEEN E YESLER WAY AND E FIR ST, ,,2,Injury Collision,Rear Ended,6,0,0,2,2013/03/31 00:00:00+00,3/31/2013 13:04,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3518438,47.65164866,693,50000,50000,2184811,Matched,Block,,N 36TH ST BETWEEN DAYTON AVE N AND FREMONT PL N,,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2006/02/21 00:00:00+00,2/21/2006 0:13,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,6052020,,19,One car entering parked position,0,0,N
1,-122.391931,47.58028519,694,1270,1270,3380607,Matched,Block,,47TH AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2013/04/01 00:00:00+00,4/1/2013 14:49,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3405249,47.6335923,695,320854,322354,3547729,Matched,Block,,WESTLAKE AVE N BETWEEN 8TH N AVE N AND BLAINE ST, ,,1,Property Damage Only Collision,Other,5,0,0,2,2019/07/08 00:00:00+00,7/8/2019 22:15,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,23,From same direction - all others,0,0,N
1,-122.3178713,47.70978936,696,113000,113000,3276897,Matched,Intersection,36498,PINEHURST WAY NE AND ROOSEVELT S WAY NE,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2010/12/27 00:00:00+00,12/27/2010 19:36,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,10361043,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.2848217,47.52357286,697,330818,332318,EA29627,Unmatched,Block,,38TH AVE S BETWEEN S TRENTON ST AND BEACON ER N AVE S, ,,2,Injury Collision,,2,0,0,0,2020/04/17 00:00:00+00,4/17/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3219204,47.70858579,698,53300,53300,2603572,Matched,Block,,NE NORTHGATE WAY BETWEEN 5TH AVE NE AND 8TH AVE NE,,,1,Property Damage Only Collision,Other,2,0,0,2,2006/12/12 00:00:00+00,12/12/2006 14:42,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Wet,Daylight,,6346018,,21,One car entering driveway access,0,0,N
1,-122.329974,47.70863743,699,1313,1313,3501630,Matched,Block,,N NORTHGATE WAY BETWEEN CORLISS AVE N AND 1ST AVE NE, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 11:11,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3766999,47.52286109,700,41200,41200,1197677,Matched,Intersection,34729,35TH AVE SW AND SW HENDERSON ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2005/02/18 00:00:00+00,2/18/2005 16:02,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,Y,5049004,,2,Vehicle turning left hits pedestrian,0,0,N
1,-122.3224615,47.61144442,701,27500,27500,C647798,Matched,Intersection,29771,BOYLSTON AVE AND SPRING ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/12/07 00:00:00+00,12/7/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dusk,,4342065,,10,Entering at angle,0,0,N
2,-122.3376201,47.67218409,702,1140,1140,3503364,Matched,Intersection,25482,KENWOOD PL N AND EAST GREEN LAKE WAY N, ,,2,Injury Collision,Rear Ended,4,0,0,3,2013/03/29 00:00:00+00,3/29/2013 16:20,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3377875,47.60306058,704,83800,83800,2906675,Matched,Intersection,30379,ALASKAN WAY AND MARION ST,,,2,Injury Collision,Left Turn,3,0,0,2,2008/06/21 00:00:00+00,6/21/2008 19:51,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,8173015,,15,From same direction - one left turn - one straight,0,0,N
1,-122.3604846,47.52399655,708,1022,1022,3380686,Matched,Block,,DELRIDGE WAY SW BETWEEN SW TRENTON ST AND 21ST S AVE SW, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/03/24 00:00:00+00,3/24/2013 22:09,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3654723,47.56544935,709,59400,59400,2404826,Matched,Intersection,32062,26TH AVE SW AND SW NEVADA ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2006/06/24 00:00:00+00,6/24/2006 22:27,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Dark - Street Lights On,,6175005,Y,50,Fixed object,0,0,N
1,-122.2791537,47.5168885,710,330951,332451,EA30701,Unmatched,Intersection,35313,M L KING JR ER WAY S AND MERTON WAY S, ,,1,Property Damage Only Collision,,2,0,0,0,2020/04/24 00:00:00+00,4/24/2020,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N
1,-122.3235032,47.65582463,711,50400,50400,2624569,Matched,Intersection,27122,5TH AVE NE AND NE 40 UPPER ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2006/10/02 00:00:00+00,10/2/2006,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6275008,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3473373,47.66075886,712,38600,38600,1796887,Matched,Intersection,27003,AURORA N AVE N AND N PHINNEY WAY,,,2,Injury Collision,Rear Ended,2,0,0,2,2005/04/04 00:00:00+00,4/4/2005,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,5094009,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3034157,47.64315946,713,1370,1370,3476556,Matched,Block,,E ROANOKE ST BETWEEN 22ND AVE E AND EAST MONTLAKE PL E, ,,2,Injury Collision,Rear Ended,2,0,0,2,2013/04/02 00:00:00+00,4/2/2013 17:57,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3596588,47.63413575,714,32900,32900,1097215,Matched,Block,,2ND AVE W BETWEEN W GARFIELD ST AND W BLAINE ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2005/02/23 00:00:00+00,2/23/2005 9:12,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,5054029,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1,-122.3280786,47.60416123,715,320881,322381,E920857,Matched,Intersection,29973,6TH AVE AND JAMES ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/05/08 00:00:00+00,5/8/2019 7:32,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3267146,47.66135208,716,1187,1187,3507860,Matched,Block,,NE 45TH ST BETWEEN 2ND AVE NE AND THACKERAY PL NE, ,,2,Injury Collision,Angles,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 7:40,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dawn,,,Y,10,Entering at angle,0,0,N
1,-122.3370661,47.53607235,717,330877,332377,3838228,Unmatched,Block,,2ND AVE SW BETWEEN WEST MARGINAL WAY SW AND 2ND AV SW OFF RP, ,,1,Property Damage Only Collision,,1,0,0,0,2020/04/20 00:00:00+00,4/20/2020,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,,,,,,,, ,,0,0,N
1,-122.3163082,47.7230616,718,45200,45200,2020379,Matched,Block,,NE 130TH ST BETWEEN DEAD END 2 AND 12TH AVE NE,,,1,Property Damage Only Collision,Other,1,0,0,1,2005/05/27 00:00:00+00,5/27/2005 6:00,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Dark - Street Lights On,,5147014,,50,Fixed object,0,0,N
2,-122.3141466,47.60127027,719,1236,1236,3593843,Matched,Block,,14TH AVE S BETWEEN E YESLER WAY AND S WASHINGTON ST, ,,2,Injury Collision,Left Turn,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 14:48,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.343075,47.61603294,720,22900,22900,1475124,Matched,Intersection,29531,5TH AVE AND BELL ST,,,2,Injury Collision,Sideswipe,5,0,0,2,2004/06/12 00:00:00+00,6/12/2004 22:15,At Intersection (intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Raining,Wet,Dark - Street Lights On,,4164023,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3290775,47.57142087,721,330832,332332,EA29750,Matched,Intersection,32342,4TH AVE S AND S SPOKANE SR ST, ,,2,Injury Collision,Left Turn,4,0,0,3,2020/04/13 00:00:00+00,4/13/2020 14:20,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3351293,47.60515932,722,69400,69400,2608048,Matched,Intersection,29614,2ND AVE AND MADISON ST,,,2,Injury Collision,Right Turn,11,0,0,2,2007/08/04 00:00:00+00,8/4/2007,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,7216022,,16,From same direction - one right turn - one straight,0,0,N
1,-122.3500218,47.65977668,723,25900,25900,1796911,Matched,Block,,FREMONT AVE N BETWEEN N 43RD N ST AND N 44TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/11/22 00:00:00+00,11/22/2004 17:30,Mid-Block (not related to intersection),33,DRIVERLESS VEHICLE STRUCK MOTOR VEHICLE LEFT SIDE AT ANGLE,,0,Overcast,Dry,Dark - Street Lights On,,4327013,,32,One parked--one moving,0,0,N
1,-122.3232392,47.5470245,724,57300,57300,2404532,Matched,Block,,S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S,,,1,Property Damage Only Collision,Other,2,0,0,2,2006/05/31 00:00:00+00,5/31/2006 17:20,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6151015,,22,One car leaving driveway access,0,0,N
